dataset,wave,domain,variable,variable_label,has_value_labels
ACWF,2010,employment,C11C,C11c工作中断的主要原因,True
ACWF,2010,employment,C14A,C14a今年您从事农林牧渔劳动了吗？,True
ACWF,2010,employment,C14B,C14b您有多长时间不从事这类劳动了？,True
ACWF,2010,employment,C14C,C14c您从事这类劳动的时间大约有几个月,True
ACWF,2010,leadership,C15A,C15AA农、林、果木等种植管理专业技术,True
ACWF,2010,region,C16A,C16a本人外县市城镇务工经商经历,True
ACWF,2010,region,C16B,C16b配偶婚后外县市城镇务工经商经历,True
ACWF,2010,marriage,C16B,C16b配偶婚后外县市城镇务工经商经历,True
ACWF,2010,employment,C17A,C17a除农业劳动外今年是否从事其他有收入劳动,True
ACWF,2010,income,C17A,C17a除农业劳动外今年是否从事其他有收入劳动,True
ACWF,2010,employment,C17B,C17b最主要的劳动是：,True
ACWF,2010,employment,C18AA,C18aA劳动收入,True
ACWF,2010,income,C18AA,C18aA劳动收入,True
ACWF,2010,income,C18AB,C18aB房屋、土地、车辆等租赁收入,True
ACWF,2010,income,C18AC,C18aC其他财产性收入（股票/债券/基金收益、利息等）,True
ACWF,2010,marriage,C18B,C18b配偶的个人总收入,True
ACWF,2010,income,C18B,C18b配偶的个人总收入,True
ACWF,2010,employment,D4A,D4a 在工作/劳动中是否有过事故伤害或职业病伤害？,True
ACWF,2010,employment,D5CB,D5cB免费就业指导和咨询服务,True
ACWF,2010,employment,D5CC,D5cC免费职业技能培训,True
ACWF,2010,employment,D5CD,D5cD政府相关机构的职业介绍服务,True
ACWF,2010,income,D6A,D6AA带薪年假,True
ACWF,2010,employment,D6D,D6D工作餐/餐补（含包吃）,True
ACWF,2010,employment,E5A,E5 A给所在单位/社区/村提建议,True
ACWF,2010,leadership,E6A,E6a担任领导或负责人情况,True
ACWF,2010,leadership,E6B,E6b担任过的最高职务,True
ACWF,2010,leadership,E7B,E7B女性不愿当领导,True
ACWF,2010,leadership,E7C,E7C女性不适合当领导,True
ACWF,2010,leadership,E7D,E7D家人不支持女性当领导,True
ACWF,2010,housework,E7E,E7E女性家务负担重,True
ACWF,2010,employment,E9,E9您对本单位/社区/村的决策能否产生影响？,True
ACWF,2010,leadership,E10ad,E10aD社区管理、活动组织（如业主委员会、老年活动队等）,True
ACWF,2010,marriage,F1A,F1a 您目前的婚姻状况是,True
ACWF,2010,marriage,F1B,F1b是第一次婚姻吗？,True
ACWF,2010,marriage,F1C,F1c离婚是您主动提出的吗,True
ACWF,2010,birth_age,F2A,F2a您的初婚年龄,True
ACWF,2010,marriage,F2A,F2a您的初婚年龄,True
ACWF,2010,birth_age,F2B,F2b当时配偶的年龄,True
ACWF,2010,marriage,F2B,F2b当时配偶的年龄,True
ACWF,2010,birth_age,F2C,F2c您本次结婚时的年龄,True
ACWF,2010,marriage,F2C,F2c您本次结婚时的年龄,True
ACWF,2010,birth_age,F2D,F2d再婚时您配偶的年龄,True
ACWF,2010,marriage,F2D,F2d再婚时您配偶的年龄,True
ACWF,2010,marriage,F3A,F3a结婚前，双方家庭相比谁家的经济状况更好,True
ACWF,2010,marriage,F3B,F3b 结婚后，你们与哪一方家庭的经济往来更多,True
ACWF,2010,birth_age,F4C,F4c第一个孩子出生时母亲的年龄,True
ACWF,2010,birth_age,F4D,F4d最后一个/这个孩子出生时母亲的年龄,True
ACWF,2010,housework,F4f,F4f最后一个/这个孩子3岁以前白天主要由谁照顾,True
ACWF,2010,employment,F6B,F6B谁承担的家务劳动更多,True
ACWF,2010,housework,F6B,F6B谁承担的家务劳动更多,True
ACWF,2010,marriage,F7A,F7A配偶能倾听您的心事和烦恼,True
ACWF,2010,marriage,F7B,F7B在重要事情上配偶会征求您的意见,True
ACWF,2010,marriage,F7C,F7C您想做的事一般能得到配偶的支持,True
ACWF,2010,marriage,F8AA,F8aA配偶是否对你有过：限制人身自由,True
ACWF,2010,marriage,F8AB,F8aB配偶是否对你有过：经济控制,True
ACWF,2010,marriage,F8AC,F8aC配偶是否对你有过：殴打,True
ACWF,2010,marriage,F8AD,F8aD配偶是否对你有过：侮辱/谩骂,True
ACWF,2010,marriage,F8AE,F8aE配偶是否对你有过：持续几天不理睬,True
ACWF,2010,marriage,F8AF,F8aF配偶是否对你有过：强迫过性生活,True
ACWF,2010,employment,F9A,F9A承担家务劳动情况：做饭,True
ACWF,2010,housework,F9A,F9A承担家务劳动情况：做饭,True
ACWF,2010,employment,F9B,F9B承担家务劳动情况：洗碗,True
ACWF,2010,housework,F9B,F9B承担家务劳动情况：洗碗,True
ACWF,2010,employment,F9C,F9C承担家务劳动情况：洗衣服、做卫生,True
ACWF,2010,housework,F9C,F9C承担家务劳动情况：洗衣服、做卫生,True
ACWF,2010,employment,F9D,F9D承担家务劳动情况：日常家庭采购,True
ACWF,2010,housework,F9D,F9D承担家务劳动情况：日常家庭采购,True
ACWF,2010,employment,F9E,F9E承担家务劳动情况：照料孩子生活,True
ACWF,2010,housework,F9E,F9E承担家务劳动情况：照料孩子生活,True
ACWF,2010,employment,F9F,F9fF承担家务劳动情况：辅导孩子功课,True
ACWF,2010,housework,F9F,F9fF承担家务劳动情况：辅导孩子功课,True
ACWF,2010,employment,F9G,F9G承担家务劳动情况：照料老人,True
ACWF,2010,housework,F9G,F9G承担家务劳动情况：照料老人,True
ACWF,2010,employment,F9H,F9H承担家务劳动情况：家庭日常维修,True
ACWF,2010,housework,F9H,F9H承担家务劳动情况：家庭日常维修,True
ACWF,2010,employment,F9I,F9I 承担家务劳动情况：买煤、换煤气/砍柴等,True
ACWF,2010,housework,F9I,F9I 承担家务劳动情况：买煤、换煤气/砍柴等,True
ACWF,2010,marriage,F10BA,F10bA是否有自己名下财产：房产（配偶）,True
ACWF,2010,marriage,F10BB,F10bB是否有自己名下财产：宅基地（配偶）,True
ACWF,2010,marriage,F10BC,F10bC是否有自己名下财产：存款（配偶）,True
ACWF,2010,marriage,F10BD,F10bD是否有自己名下财产：机动车（配偶）,True
ACWF,2010,marriage,F10BE,F10bE是否有自己名下财产：股票/基金（配偶）,True
ACWF,2010,employment,F11B,F11B自己外出学习/工作,True
ACWF,2010,education,F12AA,F12aA父亲受教育程度,True
ACWF,2010,education,F12AB,F12aB母亲受教育程度,True
ACWF,2010,education,F12AC,F12aC配偶受教育程度,True
ACWF,2010,marriage,F12AC,F12aC配偶受教育程度,True
ACWF,2010,employment,F12BA,F12bA父亲目前/最后的职业,True
ACWF,2010,employment,F12BB,F12bB母亲目前/最后的职业,True
ACWF,2010,marriage,F12BC,F12bC配偶目前/最后的职业,True
ACWF,2010,employment,F12BC,F12bC配偶目前/最后的职业,True
ACWF,2010,science_math,G4E,G4E对什么都不感兴趣,True
ACWF,2010,income,G9F,G9f产假期间的收入,True
ACWF,2010,income,G9G,G9g丈夫带薪陪护假天数,True
ACWF,2010,marriage,G10C,G10c问已婚者第一次人工流产的主要原因,True
ACWF,2010,employment,H2A,H2a昨天是您的工作/学习日还是休息日？,True
ACWF,2010,employment,H2BA,H2bA有收入的工作/劳动/经营活动（含家庭手工/种植/养殖等）,True
ACWF,2010,income,H2BA,H2bA有收入的工作/劳动/经营活动（含家庭手工/种植/养殖等）,True
ACWF,2010,employment,H2BC,H2bC工作/劳动/学习往返路途,True
ACWF,2010,employment,H2BD,H2bD家务劳动（含做饭、清洁 、照顾家人、日常采购等）,True
ACWF,2010,housework,H2BD,H2bD家务劳动（含做饭、清洁 、照顾家人、日常采购等）,True
ACWF,2010,housework,H2C,H2c通常看电视的时候，您是否同时做一些家务活儿？,True
ACWF,2010,employment,H5BC,H5bC学习/工作,True
ACWF,2010,marriage,H7CC,H7cC亲人亡故、婚姻不幸等,True
ACWF,2010,marriage,I4AC,I4aC因结婚怀孕生育被解雇（是否属于歧视）,True
ACWF,2010,fertility,I4AC,I4aC因结婚怀孕生育被解雇（是否属于歧视）,True
ACWF,2010,marriage,I4BC,I4bC因结婚怀孕生育被解雇（是否有此类经历）,True
ACWF,2010,fertility,I4BC,I4bC因结婚怀孕生育被解雇（是否有此类经历）,True
ACWF,2010,income,J2C,J2C挣钱养家主要是男人的事情,True
ACWF,2010,employment,J2E,J2E男人也应该主动承担家务劳动,True
ACWF,2010,housework,J2E,J2E男人也应该主动承担家务劳动,True
ACWF,2010,leadership,J2H,J2H在领导岗位上男女比例应大致相等,True
ACWF,2010,region,K1B,K1b您的户口所在地是,False
ACWF,2010,region,K1B2,K1b2您的户口所在地是,True
ACWF,2010,marriage,K2CA,K2cA是否与您同行：配偶/情侣,True
ACWF,2010,employment,K3A,K3a这次/最后一次外出的第一份工作是,True
ACWF,2010,employment,K3E,K3e这份工作第一年内月平均收入,True
ACWF,2010,income,K3E,K3e这份工作第一年内月平均收入,True
ACWF,2010,employment,K3F,K3f这份工作第一年内每天大约工作多长时间？,True
ACWF,2010,region,K4a,K4a外出期间，农村家里的生产经营活动主要由谁负责,True
ACWF,2010,region,K4b,K4b农村家里的日常家务劳动主要由谁负责,True
ACWF,2010,employment,K4b,K4b农村家里的日常家务劳动主要由谁负责,True
ACWF,2010,housework,K4b,K4b农村家里的日常家务劳动主要由谁负责,True
ACWF,2010,region,K7AC,K7ac第一次（所到省份）,True
ACWF,2010,region,K7AD,K7ad第一次（所到省份）,False
ACWF,2010,region,K7BC,K7bc第二次（所到省份）,True
ACWF,2010,region,K7BD,K7bd第二次（所到省份）,False
ACWF,2010,region,K7CC,K7cc第三次（所到省份）,True
ACWF,2010,region,K7CD,K7cd第三次（所到省份）,False
ACWF,2010,region,K7DC,K7dc倒数第二次（所到省份）,True
ACWF,2010,region,K7DD,K7dd倒数第二次（所到省份）,False
ACWF,2010,marriage,K8BA,K8bA是否与您同行：配偶/情侣,True
ACWF,2010,employment,K9B,K9B外出期间是否：患职业病,True
ACWF,2010,income,K9G,K9G外出期间是否：工资被拖欠或克扣,True
ACWF,2010,education,K10C,K10C子女教育状况,True
ACWF,2010,marriage,K10F,K10F与配偶父母的关系,True
ACWF,2010,employment,K11,K11总的来说，对外出期间的工作生活满意吗,True
ACWF,2010,employment,K12CB,K12cB不满意外面的工作,True
ACWF,2010,birth_age,K12CD,K12cD自己年龄大了,True
ACWF,2010,marriage,K12CE,K12cE不愿离开配偶,True
ACWF,2010,birth_age,K12CG,K12cG父母年龄大，不便离开,True
ACWF,2010,region,K12CH,K12cH农村政策好，机会多,True
ACWF,2010,marriage,K12DE,K12dE配偶在外面,True
ACWF,2010,housework,K12DF,K12dF子女和老人不需照顾,True
ACWF,2010,marriage,K14,K14您和您配偶是老乡吗？,True
ACWF,2010,marriage,K15,K15您配偶这次/最后一次外出是：,True
ACWF,2010,marriage,K16A,K16a配偶这次/最后一次外出期间平均多久与您联系一次,True
ACWF,2010,marriage,K17A,K17a您配偶外出务工经商的收入占您家总收入的比重,True
ACWF,2010,income,K17A,K17a您配偶外出务工经商的收入占您家总收入的比重,True
ACWF,2010,marriage,K17B,K17b配偶外出期间，给家里汇/带钱主要给谁？,True
ACWF,2010,marriage,K18A,K18a 配偶外出期间，家里的生产活动主要由谁来负责？,True
ACWF,2010,employment,K18B,K18b家里的日常家务劳动主要由谁来负责？,True
ACWF,2010,housework,K18B,K18b家里的日常家务劳动主要由谁来负责？,True
ACWF,2010,marriage,K19C,K19C配偶不在，自己被人欺负,True
ACWF,2010,housework,K19D,K19D孩子没人照料/管教/指导,True
ACWF,2010,marriage,K19F,K19F配偶在外的安全,True
ACWF,2010,income,K20A,K20A家庭收入,True
ACWF,2010,employment,K20E,K20E个人劳动负担,True
ACWF,2010,leadership,L1,L1您目前/最后的行政职务是：,True
ACWF,2010,leadership,L2A,L2a您担任目前/最后职务的起始年份,True
ACWF,2010,leadership,L2B,L2b您担任比目前/最后职务低一级职务的起始年份,True
ACWF,2010,education,L4A,L4a获得最高学历的院校是重点院校吗,True
ACWF,2010,education,L4B,L4b获得最高学历的学费来源,True
ACWF,2010,education,L4C,L4c最高学历是在海外获得的吗,True
ACWF,2010,education,L6,L6大学期间在院系、学校或学生社团担任过学生干部吗,True
ACWF,2010,leadership,L6,L6大学期间在院系、学校或学生社团担任过学生干部吗,True
ACWF,2010,employment,L8A,L8a参加工作以来培训/进修时间最长的一次是：,True
ACWF,2010,employment,L8D,L8d这次培训/进修对您的职业发展有帮助吗？,True
ACWF,2010,employment,L9A,L9a更换过几次工作单位？,True
ACWF,2010,employment,L9B,L9b第一份工作主要是通过什么途径得到的?,True
ACWF,2010,employment,L9C,L9c目前工作与最初工作是同一个领域/职业吗？,True
ACWF,2010,employment,L9DA,L9dA最后一次更换工作原因：想挣更多的钱,True
ACWF,2010,science_math,L9DC,L9dC更好地实现自身价值/满足兴趣,True
ACWF,2010,employment,L9DD,L9dD组织/单位安排（包括升迁）,True
ACWF,2010,employment,L10,L10您工作后获得的最高荣誉/奖项是哪一级？,True
ACWF,2010,employment,L12,L12是否持有本单位的股份？,True
ACWF,2010,employment,L13A,L13a目前/最后所在单位的一把手是：,True
ACWF,2010,employment,L13B,L13b目前/最后所在单位领导班子的女性比例是：,True
ACWF,2010,leadership,L13B,L13b目前/最后所在单位领导班子的女性比例是：,True
ACWF,2010,employment,L13C,L13c目前/最后所在单位工作人员的女性比例是：,True
ACWF,2010,employment,L14A,L14aA最近3年所在单位有：只招男性或同等条件下优先招用男性,True
ACWF,2010,leadership,L14B,L14bB同等条件下男性晋升比女性快,True
ACWF,2010,employment,L15A,L15A您是否符合：能出色地完成工作任务,True
ACWF,2010,employment,L15B,L15B享受自己的工作，有成就感,True
ACWF,2010,employment,L15C,L15cC在工作中得不到晋升,True
ACWF,2010,leadership,L15C,L15cC在工作中得不到晋升,True
ACWF,2010,employment,L15D,L15D性别给自己的职业发展带来阻碍,True
ACWF,2010,marriage,L15E,L15eE配偶支持自己的职业发展,True
ACWF,2010,employment,L15E,L15eE配偶支持自己的职业发展,True
ACWF,2010,employment,L15H,L15H始终坚持自己的职业理想,True
ACWF,2010,employment,L15I,L15I经常与同事/同行交流对工作/专业的想法,True
ACWF,2010,employment,L15J,L15J经常把工作中认识的人变成朋友,True
ACWF,2010,employment,L17A,L17a在您的职业发展中，有没有榜样？,True
ACWF,2010,employment,L18B,L18B职业规划,True
ACWF,2010,housework,L18D,L18D解决家务负担,True
ACWF,2010,edu_expect,L19A,L19a今天的成就与刚参加工作时自己的期望相比：,True
ACWF,2010,employment,L19A,L19a今天的成就与刚参加工作时自己的期望相比：,True
ACWF,2010,edu_expect,L19B,L19b今天的成就与父母对您的期望相比：,True
ACWF,2010,leadership,L21AB,L21aB厅局级及以上干部,True
ACWF,2010,leadership,L21BB,L21bB厅局级及以上干部,True
ACWF,2010,leadership,L21AC,L21aC处级干部,True
ACWF,2010,leadership,L21BC,L21bC处级干部,True
ACWF,2010,leadership,L22A,L22A是否会主动联络看望：领导,True
ACWF,2010,leadership,L23B,L23B是否同意：总体而言，男人比女人更胜任领导的角色,True
ACWF,2010,birth_age,L23F,L23F男女应该同年龄退休,True
ACWF,2010,birth_age,M1A2,{M1bA父亲年龄,True
ACWF,2010,education,M1A3,M1cA父亲受教育程度,True
ACWF,2010,employment,M1A4,M1dA父亲目前是否在业,True
ACWF,2010,birth_age,M1B2,M1bB母亲年龄,True
ACWF,2010,education,M1B3,M1cB母亲受教育程度,True
ACWF,2010,employment,M1B4,M1dB母亲目前是否在业,True
ACWF,2010,employment,M1E1,M1e1目前/最后的职业是：父亲：,True
ACWF,2010,employment,M1E2,M1e2目前/最后的职业是：母亲：,True
ACWF,2010,birth_age,M2C,M2c年龄：,True
ACWF,2010,education,M2D,M2d受教育程度：,True
ACWF,2010,birth_age,M4A,M4a出生年月：年,True
ACWF,2010,education,M8A,M8a你目前是否在上学？,True
ACWF,2010,education,M8C,M8c以前上过学吗？,True
ACWF,2010,education,M10,M10你现在/以前就读的学校是重点学校吗？,True
ACWF,2010,education,M11,M11你现在/以前上学时是住校还是走读？,True
ACWF,2010,education,M12A,M12a你在学校有好朋友吗？,True
ACWF,2010,leadership,M13,M13你当过班级及以上干部吗？,True
ACWF,2010,science_math,M14,M14与同班同学相比，总体上你的学习成绩属于：,True
ACWF,2010,education,M15,M15上学时最喜欢的科目是,True
ACWF,2010,science_math,M17A,M17a目前有课外辅导、补习或兴趣爱好的学习吗？,True
ACWF,2010,science_math,M18A,M18A数学老师,True
ACWF,2010,employment,M27E,M27E在家里能否参与讨论决定父母到外地工作,True
ACWF,2010,employment,M29A,M29a 昨天对你而言是学习/劳动日还是休息日？,True
ACWF,2010,housework,M29BC,M29bC昨天做家务时间,True
ACWF,2010,science_math,M29BE,M29bE昨天上兴趣班/课外补习班/请家教上课时间,True
ACWF,2010,science_math,M32B1,M32Bc父亲说过男孩女孩都能学好数学,True
ACWF,2010,science_math,M33B,M33B是否同意男孩女孩都能学好数学,True
ACWF,2010,education,M34,M34你希望自己上学上到什么程度？,True
ACWF,2010,housework,M39B,M39b他/她对你的生活照顾情况如何？,True
ACWF,2010,income,M43C,M43C挣钱养家主要是男人的事情,True
ACWF,2010,employment,M43D,M43D男人也应该主动承担家务劳动,True
ACWF,2010,housework,M43D,M43D男人也应该主动承担家务劳动,True
ACWF,2010,leadership,M43F,M43F在领导岗位上男女比例应大致相等,True
ACWF,2010,employment,M44,M44你接受过职业技能培训吗？,True
ACWF,2010,marriage,M45B,M45b结婚时你多大：,True
ACWF,2010,birth_age,NA2A,NA2A 出生年月：年19,True
ACWF,2010,birth_age,NA2B,NA2B出生年月：月,True
ACWF,2010,birth_age,NA3,NA3出生地当时是:,True
ACWF,2010,region,NA4A,NA4a您的户口性质是否发生过变化？,True
ACWF,2010,education,NA6,NA6 您的受教育程度,True
ACWF,2010,employment,NC1A,NC1a目前您是否从事有收入的工作/劳动?,True
ACWF,2010,income,NC1A,NC1a目前您是否从事有收入的工作/劳动?,True
ACWF,2010,employment,NC1B,NC1b您未工作/劳动是属于,True
ACWF,2010,employment,NC1C,NC1c您是属于离/退休后继续就业吗？,True
ACWF,2010,employment,NC1D1,NC1d1工作劳动的主要目的是：首先,True
ACWF,2010,employment,NC1D2,NC1d2工作劳动的主要目的是：其次,True
ACWF,2010,employment,NC1E,NC1e您目前的职业是：,True
ACWF,2010,employment,NC1FA,NC1fA长期未工作的原因：年轻时孩子多，家务负担重,True
ACWF,2010,housework,NC1FA,NC1fA长期未工作的原因：年轻时孩子多，家务负担重,True
ACWF,2010,employment,NC1FB,NC1f B长期未工作的原因：家里有老人/病人需要照顾,True
ACWF,2010,housework,NC1FB,NC1f B长期未工作的原因：家里有老人/病人需要照顾,True
ACWF,2010,employment,NC1FC,NC1fC长期未工作的原因：自己身体不好，不能出去工作,True
ACWF,2010,employment,NC1FD,NC1fD长期未工作的原因：不想出去工作,True
ACWF,2010,marriage,NC1FE,NC1fE长期未工作的原因：配偶不支持,True
ACWF,2010,employment,NC1FE,NC1fE长期未工作的原因：配偶不支持,True
ACWF,2010,employment,NC1FF,NC1fF长期未工作的原因：自己文化水平低,True
ACWF,2010,birth_age,NC2,NC2您离/退休/退出生产劳动前的职业是：,True
ACWF,2010,employment,NC2,NC2您离/退休/退出生产劳动前的职业是：,True
ACWF,2010,employment,NC4A,NC4a您目前/最后的就业身份是：,True
ACWF,2010,employment,NC4B,NC4b您所在单位的类型是：,True
ACWF,2010,employment,NC4C,NC4c 您所在单位的所有制性质是：,True
ACWF,2010,employment,Nc4e,N4e单位中所处的位置是：,True
ACWF,2010,birth_age,NC5A,NC5a您开始工作/劳动时的年龄是：,True
ACWF,2010,employment,NC5A,NC5a您开始工作/劳动时的年龄是：,True
ACWF,2010,birth_age,NC5B,NC5b 您离/退休/退出生产劳动时的年龄是：,True
ACWF,2010,employment,NC5B,NC5b 您离/退休/退出生产劳动时的年龄是：,True
ACWF,2010,employment,NC5D,NC5d您是否有过半年及以上不工作也没劳动收入的情况？,True
ACWF,2010,income,NC5D,NC5d您是否有过半年及以上不工作也没劳动收入的情况？,True
ACWF,2010,employment,NC5F,NC5f工作中断的主要原因是：,True
ACWF,2010,employment,NC7B,NC7b未从事者有多长时间不从事这类劳动了？,True
ACWF,2010,employment,NC7C,NC7c您现在是家里农业生产活动的主要劳动力吗？,True
ACWF,2010,employment,NC7D,NC7d 您的劳动负担重吗？,True
ACWF,2010,income,NC9A,NC9a去年您个人的总收入是：,True
ACWF,2010,income,NC9B,NC9b 您的收入在家庭的总收入中占几成？,True
ACWF,2010,income,NC9C,NC9c您的收入主要由谁支配？,True
ACWF,2010,marriage,NC9D,NC9d去年您配偶的个人总收入大约为：,True
ACWF,2010,income,NC9D,NC9d去年您配偶的个人总收入大约为：,True
ACWF,2010,employment,NE3A,NE3A给所在单位/社区/村提建议,True
ACWF,2010,leadership,NE4A,NE4a是否担任过班组长、村/居民小组长及以上领导或负责人？,True
ACWF,2010,leadership,NE4B,NE4b您担任过的最高职务为：,True
ACWF,2010,leadership,NE5A,NE5A各级领导女性少的原因：女性能力比男性差,True
ACWF,2010,leadership,NE5B,NE5B各级领导女性少的原因：女性不愿当领导,True
ACWF,2010,leadership,NE5C,NE5C各级领导女性少的原因：女性不适合当领导,True
ACWF,2010,leadership,NE5D,NE5D各级领导女性少的原因：家人不支持女性当领导,True
ACWF,2010,leadership,NE5E,NE5E各级领导女性少的原因：女性家务负担重,True
ACWF,2010,housework,NE5E,NE5E各级领导女性少的原因：女性家务负担重,True
ACWF,2010,leadership,NE5F,NE5F各级领导女性少的原因：社会对女性有偏见,True
ACWF,2010,leadership,NE5G,NE5G各级领导女性少的原因：对女性培养、选拔不力,True
ACWF,2010,marriage,NF1,NF1您目前的婚姻状况是：,True
ACWF,2010,marriage,NF2A,NF2a您离婚/丧偶几年了？,True
ACWF,2010,marriage,NF2B,NF2b离婚/丧偶一年及以上者是否有再婚的打算？,True
ACWF,2010,birth_age,NF3A,NF3a您的初婚年龄是,True
ACWF,2010,marriage,NF3A,NF3a您的初婚年龄是,True
ACWF,2010,birth_age,NF3B,NF3b当时您配偶年龄是,True
ACWF,2010,marriage,NF3B,NF3b当时您配偶年龄是,True
ACWF,2010,birth_age,NF3C,NF3c再婚者本次结婚的年龄是,True
ACWF,2010,marriage,NF3C,NF3c再婚者本次结婚的年龄是,True
ACWF,2010,birth_age,NF3D,NF3d 当时您配偶的年龄是,True
ACWF,2010,marriage,NF3D,NF3d 当时您配偶的年龄是,True
ACWF,2010,education,NF4A,NF4a您配偶的受教育程度是：,True
ACWF,2010,marriage,NF4A,NF4a您配偶的受教育程度是：,True
ACWF,2010,marriage,NF4B,NF4b您配偶目前/最后的职业是：,True
ACWF,2010,employment,NF4B,NF4b您配偶目前/最后的职业是：,True
ACWF,2010,marriage,NF5A,NF5a您现在是和配偶共同生活吗？,True
ACWF,2010,marriage,NF5BA,NF5bA与配偶分居原因：帮助照顾子女/孙子女,True
ACWF,2010,housework,NF5BA,NF5bA与配偶分居原因：帮助照顾子女/孙子女,True
ACWF,2010,marriage,NF5BB,NF5bB与配偶分居原因：子女分别赡养,True
ACWF,2010,marriage,NF5BC,NF5bC与配偶分居原因：两人性格/生活习惯不合,True
ACWF,2010,marriage,NF5BD,NF5bD与配偶分居原因：一方在外地工作/干活,True
ACWF,2010,employment,NF5BD,NF5bD与配偶分居原因：一方在外地工作/干活,True
ACWF,2010,marriage,NF6A,NF6A配偶能倾听您的心事和烦恼,True
ACWF,2010,marriage,NF6B,NF6bB在重要事情上配偶会征求您的意见,True
ACWF,2010,marriage,NF6C,NF6bC您想做的事一般能得到配偶的支持,True
ACWF,2010,employment,NF7B,NF7B谁承担的家务劳动更多,True
ACWF,2010,housework,NF7B,NF7B谁承担的家务劳动更多,True
ACWF,2010,birth_age,NF8C,NF8c第一个孩子出生时母亲的年龄是,True
ACWF,2010,birth_age,NF8D,NF8d最后一个/这个孩子出生时母亲的年龄是,True
ACWF,2010,housework,NF9AB,NF9ab儿子给予生活照料,True
ACWF,2010,housework,NF9BB,NF9bb女儿给予生活照料,True
ACWF,2010,housework,NF10AC,NF10ac给予儿子日常生活照料,True
ACWF,2010,housework,NF10BC,NF10bc给予女儿日常生活照料,True
ACWF,2010,employment,NF11AA,NF11aA承担家务劳动情况：做饭,True
ACWF,2010,housework,NF11AA,NF11aA承担家务劳动情况：做饭,True
ACWF,2010,employment,NF11AB,NF11aB承担家务劳动情况：洗碗,True
ACWF,2010,housework,NF11AB,NF11aB承担家务劳动情况：洗碗,True
ACWF,2010,employment,NF11AC,NF11aC承担家务劳动情况：洗衣服、做卫生,True
ACWF,2010,housework,NF11AC,NF11aC承担家务劳动情况：洗衣服、做卫生,True
ACWF,2010,employment,NF11AD,NF11aD承担家务劳动情况：日常家庭采购,True
ACWF,2010,housework,NF11AD,NF11aD承担家务劳动情况：日常家庭采购,True
ACWF,2010,employment,NF11AE,NF11aE承担家务劳动情况：照料看护小孩,True
ACWF,2010,housework,NF11AE,NF11aE承担家务劳动情况：照料看护小孩,True
ACWF,2010,employment,NF11AF,NF11aF承担家务劳动情况：照料老人,True
ACWF,2010,housework,NF11AF,NF11aF承担家务劳动情况：照料老人,True
ACWF,2010,employment,NF11AG,NF11aG承担家务劳动情况：家庭日常维修,True
ACWF,2010,housework,NF11AG,NF11aG承担家务劳动情况：家庭日常维修,True
ACWF,2010,employment,NF11AH,NF11aH承担家务劳动情况：饲养家禽/宠物/养花草,True
ACWF,2010,housework,NF11AH,NF11aH承担家务劳动情况：饲养家禽/宠物/养花草,True
ACWF,2010,employment,NF11AI,NF11aI承担家务劳动情况：买煤、换煤气/砍柴等,True
ACWF,2010,housework,NF11AI,NF11aI承担家务劳动情况：买煤、换煤气/砍柴等,True
ACWF,2010,marriage,NF12C,NF12c您（和配偶）是否有单独的房间？,True
ACWF,2010,housework,NG6A,NG6a您现在的日常生活需要别人照料吗？,True
ACWF,2010,housework,NG6B1,NG6b1谁给您的照料帮助较多？首先,True
ACWF,2010,housework,NG6B2,NG6b2谁给您的照料帮助较多？其次,True
ACWF,2010,birth_age,NG6C1,NG6c1主要照料者年龄：,True
ACWF,2010,housework,NG6C1,NG6c1主要照料者年龄：,True
ACWF,2010,housework,NG6C2,NG6c2主要照料者性别：,True
ACWF,2010,employment,NG6c3,NG6c3主要照料者工作情况是：,True
ACWF,2010,housework,NG6c3,NG6c3主要照料者工作情况是：,True
ACWF,2010,housework,NG6C4,NG6c4您和照料者之间的关系如何？,True
ACWF,2010,employment,NH2A,NH2A 有收入的工作/劳动/经营活动时间,True
ACWF,2010,income,NH2A,NH2A 有收入的工作/劳动/经营活动时间,True
ACWF,2010,employment,NH2B,NH2bB工作/劳动/学习往返路途时间,True
ACWF,2010,employment,NH2C,NH2C家务劳动时间,True
ACWF,2010,housework,NH2C,NH2C家务劳动时间,True
ACWF,2010,marriage,NH3BA,NH3bA一起吃饭的人：配偶,True
ACWF,2010,leadership,NH5B,NH5b 您认识这个村/居委会的干部吗？,True
ACWF,2010,marriage,NH7CC,NH7cC信教原因：亲人亡故、婚姻不幸等,True
ACWF,2010,income,NI5C,NI5C是否同意：挣钱养家主要是男人的事情,True
ACWF,2010,employment,NI5E,NI5E是否同意：男人也应该主动承担家务劳动,True
ACWF,2010,housework,NI5E,NI5E是否同意：男人也应该主动承担家务劳动,True
ACWF,2010,leadership,NI5H,NI5H是否同意：在领导岗位上男女比例应大致相等,True
ACWF,2010,housework,NI6AC,NI6aC家人是否有过：需要时不照顾您,True
ACWF,2010,id_family,FID1,{FID1} [P47]    编号：,False
ACWF,2010,region,Hukou,户口性质,True
ACWF,2010,region,Nhukou,户口性质,True
ACWF,2010,birth_age,age,年龄,False
ACWF,2010,weight,fawcs,区域权数,False
ACWF,2010,weight,fnwcs,全国权数,False
ACWF,2010,employment,NEWC1A,在业状况,True
ACWF,2010,employment,C2CAT6,职业6分类,True
